TX_0000,"\col(1)1ルピ-\col(0)手に入れた!
。。。"
TX_5506,"よくきました \Link
わたしは\col(3)フロル\col(0)
\col(1)あいことば\col(0)を つかさどるみこです
そしてここは \col(1)あいことば\col(0)を
カタチにかえるトコロ
\col(3)あいことばのへや\col(0)です"
TX_5501,"\call(TX_5500)
いつかあなたは
力をひめた\col(1)あいことば\col(0)を
どこか べつのトコロで
きくことがあるでしょう
そのときには わたしのトコロへ
きてください
そうすれば その\col(1)あいことば\col(0)を
カタチあるものに
かえてさしあげましょう!"
TX_5502,"\call(TX_5500)
力をひめた\col(1)あいことば\col(0)を
どこかで おききになりましたか?
  \opt()はい \opt()いいえ"
TX_5503,"そうですか。。。
どこかで おききになったら
また いらしてください"
TX_5504,"この\col(1)あいことば\col(0)は
そう つたえていますよ"
TX_5505,"また いつでも
いらしてください"
TX_5507,"力をひめた \col(1)あいことば\col(0)が
わたしの「きおく」に
しるされているのなら それを
カタチにして さしあげましょう\stop
あなたは
時空をこえる\col(1)あいことば\col(0)を
知っていますか?
  \opt()知っている \opt()知らない"
TX_5508,"そうですか
では いつかどこかで
\col(1)あいことば\col(0)を手に入れたときは
ここにきてくださいね"
TX_5509,"\col(1)あいことば\col(0)が あらたな力を
よびこみました!
また いつでも
いらしてください"
TX_550a,"\col(1)あいことば\col(0)のひとつが すでに
カタチを あらわしています
それを手にしてから
あたらしい\col(1)あいことば\col(0)を
いいにきてください"
TX_550b,"その\col(1)あいことば\col(0)は この地ではなく
\col(3)ホロドラム\col(0)で いってみてください"
TX_550c,"これは すでに手に入れている
\col(1)あいことば\col(0)のようです
\jump(TX_5505)"
TX_550d,"\pos(3)セ-ブをしておわりますか?
  \opt()いいえ \opt()はい"
TX_550e,"\pos(3)セ-ブをしないと
\col(1)あいことば\col(0)のうけわたしを
おこなえなくなりますが
よろしいですか?
  \opt()いいえ \opt()はい"
TX_550f,\slow()「\col(3)キングゾ-ラ\col(0)さまへ」
TX_5510,"\slow()「イタズラずきな
 \col(3)ヤンチャようせい\col(0)さんへ」"
TX_5511,"\slow()「\col(3)ゴロゴロ山\col(0)にいる
 どうぶつがくしゃの\col(3)トロイ\col(0)へ」"
TX_5512,"\slow()「\col(3)プレン\col(0)ちょうちょう への
 カンシャのキモチ」"
TX_5513,\slow()「としょかんのヒミツ」
TX_5514,"\slow()「\col(3)ミカヅキじま\col(0)
 トカゲ人の でんとうげいのう」"
TX_5515,"\slow()「\col(3)ママム。ヤン\col(0)のハハより
 あいするむすめへ」"
TX_5516,"\slow()「\col(3)大ようせい\col(0)から
 \col(3)チンクル\col(0)へのアドバイス」"
TX_5517,"\slow()「いだいなる
 ゴロンちょうろうへ」"
TX_5518,"\slow()「\col(3)シメトリ村\col(0)の
 ふたごへのでんごん」"
TX_5519,"いまのあなたの
\col(1)ホロドラムへの あいことば\col(0)を
ききますか?
  \opt()はい \opt()いいえ"
TX_551a,"\secret1
\secret2"
TX_551b,"    フロルのきおく
この本をよみますか?
  \opt()はい \opt()いいえ"
TX_551c,"その\col(1)あいことば\col(0)は まだ
わたしの「きおく」に しるされて
いないので カタチあるものに
かえることは できません"
TX_5600,\pos(0)   ハ-ッハッハッハ!!
TX_5601,"\pos(0)\Link ありがとうよ!\stop
オマエのおかげで 聖なる結界を
とおることが できたんだからね!
この時を まっていたのさ\stop
闇のしさい\col(3)ベラン\col(0)
それが アタシのなさ!"
TX_5602,"\pos(0)時のみこ\col(3)ネ-ル\col(0)よ!
オマエのカラダは
この\col(3)ベラン\col(0)が いただいたよ!
ハ-ッハッハッハ!!"
TX_5603,"\pos(2)ハハッ カッコイイねぇ!
アタシに 剣をむける気かい?
アタシをきれば \col(3)ネ-ル\col(0)も死ぬよ"
TX_5604,"\pos(2)\col(3)ネ-ル\col(0)は タダのうた姫じゃない
時をつかさどる 時のみこ
ということは お見とおしさ\stop
いまや みこの力はアタシのもの
時をさかのぼるのも
じゆうじざいさ!"
TX_5605,"\pos(2)さあ あたらしいじだいが
はじまるよ
暗黒じだい というなの
あたらしい じだいがね!
ハ-ッハッハッハ!!"
TX_5606,"\pos(0)そのとおり!
たいしたもんだよ! アンタ!!
さすがはうた姫。。。
いや! 時のみこ\col(3)ネ-ル\col(0)!!
とても 悪いことが おきるのさ!
いま! オマエの目のまえでね!"
TX_5607,"むかしへいって すきほうだい
やらせてもらうとするよ!"
TX_5608,"\pos(1)オマエは \Link!
よくぞここまで これたね。。。"
TX_5609,\pos(1)まちな!
TX_560a,"\pos(1)アタシに剣をむける気かい?\stop
ハハッ
\col(3)ネ-ル\col(0)のカラダをきずつけたいなら
そうしな!"
TX_560b,"クッ。。。
なかなか やるね!
しかしね つぎがあるんだよ
つぎがね。。。"
TX_560c,"\pos(1)ハ-ッハッハッハ!!\stop
この女王さまも いいところに
きてくれたもんだよ!"
TX_560d,"\pos(0)ハハン 女王さまのカラダってのも
悪くはないね。。。 さて
いまから アタシが なにをするか
わかるかい?
こたえは こうさ!\stop
であえ! ろうぜき者じゃ!!
こやつらを とらえるのじゃ!"
TX_560e,"\pos(2)さすがだねえ! やるじゃないか!
こんどは オマエに のりうつって
やろうとおもったんだがね
あの \col(3)ラルフ\col(0)とかいう ボウヤとは
ひとあじ ちがうってコトかい"
TX_560f,"\pos(2)このすがたで オマエにあうのは
なんどめだろうね
けど これもまた ほんとうの
すがたってワケじゃないんだよ
アタシを 本気にさせたこと
こうかいするがいいさ!"
TX_5610,"\pos(2)この 闇のしさい\col(3)ベラン\col(0)が
ほんとうの きょうふってヤツを
おしえてやるよ!!"
TX_5611,"クッ。。。
まさか このアタシが
こんなボウヤあいてに
まけるなんて。。。"
TX_5612,"この アタシが こんな、
こんな目に あうなんて。。。"
TX_5613,"ひとりで にげようなんて
ずいぶんと つめたいじゃないか
それにしても
まったく たいしたモンだよ
オマエのおかげで アタシの
もくろみは すべて だいなしさ
できれば なりたくなかったよ
こんな みにくいすがたにはね
この クツジョクは オマエの死で
あがなってもらうよ
さあ \Link こんどは
オマエが あじわう ばんさ!
そこしれぬ ゼツボウと。。。。。"
TX_5614,   死のきょうふをな!!
TX_5615,"カ、カラダが くずれていく。。。
けど もう おそいよ
アタシのやくめは
時のながれを くるわせ
ニンゲンどもを なげきのそこに
しずめてしまうこと。。。
世界をおおった なげきの心は
この塔をとおして
すでに \col(3)ツインロ-バ\col(0)さまのもとへ
おくられてしまったんだからね!
  アタシには 見えるよ!
   あおく もえさかる
  「なげきの炎」がね!!\stop
   ハ-ッハッハッハ!!"
TX_5616,"\call(TX_5615)
\Link ひとあしさきに
じごくで まってるよ。。。
だ、大魔王\col(3)ガノン\col(0)よ。。。
世界に や。。。み。。を。。。!"
TX_5700,"ココ オイラたちの ユ-トピア!
もうすぐ ナカマもくるぞウキッ!"
TX_5701,"ここは いいトコロだウキッ!
みどりは おおいし
いごこちが いいウキッ!
このまま 時がとまればいいのに!"
TX_5702,ああ。。。 ウットリ。。。
TX_5703,"アンタも ここにすわって
ききなよ ウットリ。。。"
TX_5704,"ウキッ?\stop
\col(3)ネ-ル\col(0)は \col(3)ラブレンヌ\col(0)で いちばん
うたが うまいウキッ♪"
TX_5705,"ピョンピョン ピョピョン♪
ピョン♪ ピョピョン♪"
TX_5706,どうだい? ウットリするだろ?
TX_5707,"アタシ ココでお姫サマに
なるウッキ-!"
TX_5708,"がんばって オレたちの
らくえん つくるッキ!"
TX_5709,"はたらかざるもの
くうべからず!だ ウッキ-!"
TX_570a,"ハラへった! ウッキ-!
メシまだか! ウッキ-!"
TX_570b,"しんじていれば
いつかは かなウッキ-!"
TX_570c,"\col(3)ゼルダ姫\col(0)みたいな ホンモノの
お姫サマになりたいウッキ-!"
TX_570d,"ニンゲンとも なかよく!
それがモット-だウキッ!"
TX_570e,"世界はへいわだぞウッキ-
ユ-トピアづくりに はげムッキ-"
TX_570f,"あッそ-れ ユ-ットピア♪
ウキ-♪ ユ-ットピア♪"
TX_5710,"世界はへいわ くうきはウマい
まるで ユメのよウッキ-!"
TX_5711,   キュ-ッ キュ-ッ
TX_5712,"\col(3)ネ-ル\col(0)が いなくなって
うたが きけない。。。
ガッカリ。。。"
TX_5713,"\col(3)ネ-ル\col(0)が もどってきたから
うたが きけるとおもったのに
それどころじゃないみたい。。。
ガッカリ。。。"
TX_5714,"\col(3)ネ-ル\col(0)のうたは やっぱりいいな
ウットリ。。。"
TX_5715,"\col(3)ネ-ル\col(0)のうたが きけないウッキ-
ざんねんで たまらないウッキ-!"
TX_5716,"\col(3)ネ-ル\col(0)のうたは
しずかに きくウッキ-!!"
TX_5717,"ピョン ピョン!
\col(3)ネ-ル\col(0)のうたが ないと
リズムよくとべないピョン"
TX_5718,"ピョン ピョン!
\col(3)ネ-ル\col(0)のうたは
まだかなピョン"
TX_5719,"\col(3)ネ-ル\col(0)は いったい
どこに いったんだウッキ!!"
TX_571a,"\col(3)ネ-ル\col(0)のうたが ないと
おちつかないウッキ-!"
TX_5800,"ここに 人がたずねてきたのは
ひさしぶりじゃのう\n"
TX_5801,"ワシは ふくげん仙人\col(3)リペア\col(0)じゃ
ワシに なにか ようかな?
  \opt()はい \opt()いいえ"
TX_5802,"ようもないのに
こんなトコロまで くるとは
ヒマ人じゃのう"
TX_5803,"見たところ なおすようなモノは
もっておらんようじゃがのう
おぬし いったい なにしに
きたんじゃ?"
TX_5804,"フム フム な-るほど
その\col(1)\call(0xff)\col(0)を
なおしてほしいとな\stop
“ふくげんのぎしき”を
おこなえば なおせんこともないが
。。。ちょうせんしてみるかの?
  \opt()はい \opt()いいえ"
TX_5805,"そうか それじゃあ
その \col(1)\call(0xff)\col(0)は
もとにはもどらんのう。。。"
TX_5806,"おお! そうか ちょうせんするか
いいじゃろう ついてくるがよい
ムフフ。。。"
TX_5807,"リペアワ-ルド トロッコでボン
へ ようこそじゃ!
“ぎしき”に ちょうせんするか?
  \opt()はい \opt()いいえ"
TX_5808,"そうでなくてはの!
では ル-ルをきくかの?
  \opt()きかない \opt()きく"
TX_5809,"では ル-ルをせつめいしよう\stop
おぬしの だいじな\col(1)\call(0xff)\col(0)を
そこの みどりのゆかにおき
“ふくげんのぎしき”を
とりおこなうのじゃ
ワシは “ふくげんのいのり”を
ささげ おぬしは
このへやにあらわれる まものを
すべて あなに おとすのじゃ
どの あなに おとしてもよいぞ
どうじゃ カンタンじゃろ?
。。。ただし!! じゃ\stop
“ふくげん”には ギリギリの
キンチョ-かんが ひつようじゃ
おぬしの\col(1)\call(0xff)\col(0)は
せんろのサキに おかれる
“ぎしき”がスタ-トすると
トロッコが うごきだす
下に見えるスイッチを ふんでいる
あいだは せんろが きりかわって
おぬしの\col(1)\call(0xff)\col(0)は
あんぜんじゃが
もしまにあわなんだら。。。\stop
     ボン! っじゃ\stop
どうじゃ? このたのしい。。。
イヤイヤ きびしい“ぎしき”に
ちょうせんするかの?
  \opt()はい \opt()いいえ"
TX_580a,では“ぎしき”スタ-トじゃ!
TX_580b,"な〜い〜よ〜ば〜れ〜お〜な〜
な〜い〜よ〜と〜る〜お〜な〜"
TX_580c,"“ぎしき”は しっぱいじゃ
この\col(1)\call(0xff)\col(0)は
あのバクハツでも
ぶじだったようじゃの
また ちょうせん するがよい"
TX_580d,"うむ ウムムム。。。
“ぎしき”は せいこうじゃ!
おぬし なかなかやるの-
ワシの このワナ。。。
イヤイヤ きびしいぎしきを
クリアするとは
ホレ \col(1)\call(0xff)\col(0)はもとどおり\stop
さすがワシ!
カンペキじゃ!"
TX_580e,ほれっ かえすぞい
TX_580f,"また なにか こわれたモノが
あったら もってくるがよい
あらたなワナ。。。
イヤイヤ “ぎしき”を
じゅんびして まっておるぞ!"
TX_5810,"おお ひさしぶりじゃのう\stop
はるばる カベをのぼってきた
ということは また このワシに
なおしてほしい ものがあるのか?
ただし たのしい。。。イヤイヤ
キビシい“ぎしき”は
さらに キビシくなっておるがの?
  \opt()はい \opt()いいえ"
TX_5811,"ワシに なおせないモノはない!
ふくげん仙人\col(3)リペア\col(0)さまじゃ!"
TX_5812,ミノムの実
TX_5813,おれた剣
TX_5814,にんぎょの目
TX_5900,"オマエも \col(3)アンビ\col(0)さまのために
さがしものか?
けど ここからさきは
やめておいたほうがいいぞ!
オソロシイまものが
ウジャウジャいるからな"
